Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateNumberForegroundColor,6,1,1,387
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateNumberForegroundColor,3,1,0,394
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateDescriptionColor,5,1,1,398
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateDescriptionColor,3,1,0,404
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setCurrentStateDescriptionColor,5,1,1,408
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getCurrentStateDescriptionColor,3,1,0,414
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setCurrentStateNumber,6,1,1,418
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getCurrentStateNumber,3,1,0,425
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setMaxStateNumber,4,1,1,430
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,resolveMaxStateNumber,5,1,0,435
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getMaxStateNumber,3,1,0,441
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateSize,4,1,1,446
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateSize,3,1,0,451
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateNumberTextSize,4,1,1,455
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setOnStateItemClickListener,3,1,1,461
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,resetStateSizeValues,11,1,0,466
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateDescriptionSize,4,1,1,483
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,resolveStateDescriptionSize,5,1,0,488
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateDescriptionSize,3,1,0,494
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateNumberTextSize,3,1,0,499
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,checkStateCompleted,4,1,1,503
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setAllStatesCompleted,5,1,1,509
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,updateCheckAllStatesValues,10,2,1,515
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,enableAnimationToCurrentState,7,2,1,526
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,validateStateNumber,5,2,1,538
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setDescriptionTopSpaceIncrementer,4,1,1,545
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setDescriptionTopSpaceDecrementer,4,1,1,551
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getDescriptionTopSpaceDecrementer,3,1,0,556
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getDescriptionTopSpaceIncrementer,3,1,0,560
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getDescriptionLinesSpacing,3,1,0,564
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setDescriptionLinesSpacing,4,1,1,568
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setAnimationDuration,4,1,1,574
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getAnimationDuration,3,1,0,579
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setAnimationStartDelay,4,1,1,583
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getAnimationStartDelay,3,1,0,588
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateNumberIsDescending,4,1,1,593
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateNumberIsDescending,3,1,0,598
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,isDescriptionMultiline,3,1,0,603
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,updateDescriptionMultilineStatus,3,1,1,608
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getMaxDescriptionLine,3,1,0,613
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setMaxDescriptionLine,4,1,1,618
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,isJustifyMultilineDescription,3,1,0,624
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setJustifyMultilineDescription,4,1,1,628
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setPaintAttributes,5,1,2,634
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setPaintAttributes,7,1,3,640
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setPaintAttributes,6,1,1,648
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,initStateProgressBar,25,1,1,655
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,resolveStateSize,3,1,0,692
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,resolveStateSize,15,4,2,697
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawCircles,5,2,4,715
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onTouchEvent,14,4,1,722
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,performClick,8,2,0,743
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,isPointInCircle,11,3,2,758
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateItem,21,3,1,772
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onSizeChanged,5,1,4,821
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onDraw,4,1,1,829
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onMeasure,7,1,2,836
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getDesiredHeight,13,3,0,850
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getCellHeight,3,1,0,864
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,checkForDescriptionMultiLine,11,3,1,869
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getMaxDescriptionLine,9,2,1,882
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,selectMaxDescriptionLine,3,1,1,893
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawState,10,1,1,898
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawBackgroundCircles,5,1,1,919
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawForegroundCircles,5,1,1,927
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawBackgroundLines,5,1,1,936
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawForegroundLines,5,1,1,943
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawLines,13,2,4,951
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setAnimatorStartEndCenterX,18,4,0,976
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawCurrentStateJoiningLine,8,2,1,996
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawLineToCurrentState,5,1,1,1005
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,animateToCurrentState,28,6,1,1015
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawStateDescriptionText,35,8,1,1050
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getNewXPosForDescriptionMultilineJustification,18,3,4,1099
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,selectDescriptionPaint,9,2,2,1127
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,resolveStateDescriptionDataSize,8,3,1,1139
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateDescriptionData,5,1,1,1149
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setStateDescriptionData,5,1,1,1157
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,getStateDescriptionData,3,1,0,1165
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,resetStateAnimationData,6,5,0,1169
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,drawStateNumberText,19,4,2,1177
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,selectPaintType,16,3,3,1207
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,applyCheckStateCompletedPaintType,11,3,3,1227
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,checkStateCompleted,13,4,3,1238
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,isCheckIconUsed,5,2,2,1252
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,startAnimator,4,1,0,1263
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,stopAnimation,5,2,0,1268
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,Animator,3,1,0,1279
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,run,18,4,0,1283
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,start,4,1,0,1307
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,stop,4,1,0,1312
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,convertDpToPixel,4,1,1,1320
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,convertSpToPixel,4,1,1,1325
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onAttachedToWindow,4,1,0,1331
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onDetachedFromWindow,4,1,0,1339
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,setVisibility,4,1,1,1347
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onSaveInstanceState,32,1,0,1356
StateProgressBar-master,com.kofigyan.stateprogressbar,StateProgressBar,onRestoreInstanceState,41,2,1,1405
StateProgressBar-master,com.kofigyan.stateprogressbar,Animator,Animator,3,1,0,1279
StateProgressBar-master,com.kofigyan.stateprogressbar,Animator,run,18,4,0,1283
StateProgressBar-master,com.kofigyan.stateprogressbar,Animator,start,4,1,0,1307
StateProgressBar-master,com.kofigyan.stateprogressbar,Animator,stop,4,1,0,1312
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,self,0,1,0,19
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,color,4,1,1,21
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,size,4,1,1,26
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,build,3,1,0,31
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,self,3,1,0,38
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,builder,3,1,0,44
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,BaseItem,4,1,1,48
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,getColor,3,1,0,53
StateProgressBar-master,com.kofigyan.stateprogressbar.components,BaseItem,getSize,3,1,0,57
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,self,0,1,0,19
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,color,4,1,1,21
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,size,4,1,1,26
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,build,3,1,0,31
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder2,self,3,1,0,38
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,stateItemNumber,4,1,1,25
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,stateItemDescription,4,1,1,30
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,isCurrentState,4,1,1,35
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,isStateChecked,4,1,1,40
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,build,3,1,0,45
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,self,3,1,0,52
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,builder,3,1,0,58
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,StateItem,7,1,1,63
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,getStateItemNumber,3,1,0,72
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,getStateItemDescription,3,1,0,76
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,isCurrentState,3,1,0,80
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,isStateChecked,3,1,0,84
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,stateItemNumber,4,1,1,25
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,stateItemDescription,4,1,1,30
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,isCurrentState,4,1,1,35
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,isStateChecked,4,1,1,40
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,build,3,1,0,45
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder2,self,3,1,0,52
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,text,4,1,1,17
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,build,3,1,0,22
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,self,3,1,0,28
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,builder,3,1,0,34
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,StateItemDescription,4,1,1,39
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,getText,3,1,0,44
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,text,4,1,1,17
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,build,3,1,0,22
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder2,self,3,1,0,28
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,number,4,1,1,16
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,build,3,1,0,21
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,self,3,1,0,27
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,builder,3,1,0,33
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,StateItemNumber,4,1,1,38
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,getNumber,3,1,0,44
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,number,4,1,1,16
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,build,3,1,0,21
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder2,self,3,1,0,27
StateProgressBar-master,com.kofigyan.stateprogressbar.listeners,OnStateItemClickListener,onStateItemClick,0,1,4,13
StateProgressBar-master,com.kofigyan.stateprogressbar.utils,FontManager,getTypeface,8,2,1,21
StateProgressBar-master,com.kofigyan.stateprogressbar.utils,FontManager,getTypeface,17,2,2,34
